,id,dest_type,lon,lat
0,0,supermarket,-82.95656227799998,42.33167463700005
1,1,supermarket,-83.20957038799997,42.33130519600007
2,2,supermarket,-83.09646129999999,42.40830390000008
3,3,supermarket,-83.05799454099997,42.35869203100003
4,4,supermarket,-83.07438342099994,42.35263975600003
5,5,supermarket,-83.26178646999995,42.30081927700007
6,6,supermarket,-83.07658648399996,42.32548435500007
7,7,supermarket,-83.19621485499994,42.23198575100002
8,8,supermarket,-83.15040513799994,42.22633082000004
9,9,supermarket,-83.20415168399995,42.27886302800005
10,10,supermarket,-83.33085812099995,42.37752143800003
11,11,supermarket,-83.09096209999996,42.32189070000004
12,12,supermarket,-83.19227522799997,42.31554062500004
13,13,supermarket,-83.14086961699996,42.46019951700004
14,14,supermarket,-83.33428391899997,42.36629208700003
15,15,supermarket,-83.33651004699999,42.36643747300008
16,16,supermarket,-83.31684265899997,42.41430922400008
17,17,supermarket,-83.35819836199994,42.46919172000003
18,18,supermarket,-83.03181682999997,42.33360652800008
19,19,supermarket,-83.10203488499997,42.43204806600005
20,20,supermarket,-83.30011669199996,42.32899859500003
21,21,supermarket,-83.29918836099995,42.43224956400007
22,22,supermarket,-83.29797885899995,42.43404223300007
23,23,supermarket,-83.33986649899998,42.43062545600003
24,24,supermarket,-83.09806159899995,42.37170605400007
25,25,supermarket,-83.05655298299996,42.34852533300005
26,26,supermarket,-83.11922329999999,42.44432813600008
27,27,supermarket,-83.33605768699994,42.39543569300002
28,28,supermarket,-83.29063662799996,42.34077728500006
29,29,supermarket,-83.22826215699996,42.44481487400003
30,30,supermarket,-83.27610232599994,42.35537005200007
31,31,supermarket,-83.27634492999994,42.35620285500005
32,32,supermarket,-83.27644051299995,42.35908399100003
33,33,supermarket,-83.17680755999999,42.35159698000007
34,34,supermarket,-83.05578426499994,42.40094288000006
35,35,supermarket,-83.05888096199999,42.40043858700005
36,36,supermarket,-83.22425791799998,42.40257571100005
37,37,supermarket,-83.10622682699994,42.31631889800008
38,38,supermarket,-83.10649439499997,42.31687219400004
39,39,supermarket,-82.99123986299998,42.35448933800006
40,40,supermarket,-83.02692907599999,42.31843008300007
41,41,supermarket,-83.03219519199996,42.31142893400005
42,42,supermarket,-83.13349700699996,42.30862386000007
43,43,supermarket,-83.12190593799994,42.31337380900004
44,44,supermarket,-83.12550450299995,42.31361139600006
45,45,supermarket,-82.98818701599998,42.32426913100005
46,46,supermarket,-83.18212879399994,42.28165654800006
47,47,supermarket,-83.25276630499997,42.41204155700007
48,48,supermarket,-83.34837362799999,42.39662814900004
49,49,supermarket,-83.19550704099998,42.25493241700008
50,50,supermarket,-82.99005034599998,42.41554957500006
51,51,supermarket,-82.94131989399995,42.33405068200005
52,52,supermarket,-83.13666775299998,42.46031755300004
53,53,supermarket,-83.17475424399998,42.25041252700004
54,54,supermarket,-83.14290542999998,42.47909880600002
55,55,supermarket,-83.17674582599994,42.25132234300003
56,56,supermarket,-82.98857229699996,42.47988373900006
57,57,supermarket,-83.18918144599996,42.43047519400005
58,58,supermarket,-83.18240817899994,42.38718705900004
59,59,supermarket,-82.98732883599996,42.41965445500006
60,60,supermarket,-82.92595639999996,42.42652740000005
61,61,supermarket,-83.22861759999995,42.22700830000008
62,62,supermarket,-83.19366359999998,42.34339000000006
63,63,supermarket,-83.33730299999996,42.48363500000005
64,64,supermarket,-82.90699729999994,42.43918890000003
65,65,supermarket,-83.29274319999996,42.32586300000003
66,66,supermarket,-82.92384909999998,42.46608160000005
67,67,supermarket,-83.23629969999996,42.33496360000004
68,68,supermarket,-83.24009979999994,42.37158820000008
69,69,supermarket,-83.05945419999995,42.29165410000007
70,70,supermarket,-82.97281229999999,42.38722460000002
71,71,supermarket,-83.05687679999994,42.34856900000005
72,72,supermarket,-83.14322529999998,42.47889540000006
73,73,supermarket,-83.14269029999997,42.47878130000004
74,74,supermarket,-83.04204309999994,42.33159290000003
75,75,supermarket,-83.14192119999996,42.46077530000008
76,76,supermarket,-83.13582779999996,42.46070340000006
77,77,supermarket,-83.05740359999999,42.28880070000002
78,78,supermarket,-83.09793649999995,42.37192680000004
79,79,supermarket,-82.97025609999997,42.44877560000003
80,80,supermarket,-83.27649029999998,42.42999060000005
81,81,supermarket,-82.94897039999995,42.38615880000003
82,82,supermarket,-83.01117759999994,42.34251320000004
83,83,supermarket,-82.97076959999998,42.36530540000007
84,84,supermarket,-83.02323369999993,42.34081880000008
85,85,supermarket,-83.11610629999996,42.33044710000007
86,86,supermarket,-83.14261419999997,42.43285260000005
87,87,supermarket,-83.16797139999994,42.41698340000005
88,88,supermarket,-83.19737899999996,42.38913660000003
89,89,supermarket,-83.16041079999997,42.44664800000004
90,90,supermarket,-83.17778039999996,42.39448250000004
91,91,supermarket,-83.08193479999994,42.44627100000008
92,92,supermarket,-83.00093869999995,42.44800640000005
93,93,supermarket,-82.95183519999995,42.42656650000004
94,94,supermarket,-83.04617209999998,42.30852580000004
95,95,supermarket,-83.15735249999994,42.35868000000005
96,96,supermarket,-83.13798249999996,42.39584340000005
97,97,supermarket,-83.23906149999993,42.35720050000003
98,98,supermarket,-83.05813069999994,42.28992340000008
99,99,supermarket,-82.93893899999995,42.38212880000003
100,100,supermarket,-82.97918989999994,42.30399150000005
101,101,supermarket,-83.05854759999994,42.31147870000007
