,index,population,supermarket
193,220710004002068,81.0,2448.6
194,220710004002069,21.0,2538.5
195,220710004002070,33.0,2129.1
196,220710006011000,41.0,2858.9
197,220710006011002,26.0,2397.5
198,220710006011003,51.0,2735.4
199,220710006011004,35.0,2769.2
200,220710006011008,65.0,2833.7
201,220710006012000,45.0,2891.6
202,220710006012001,279.0,2923.4
203,220710006012003,80.0,2900.5
204,220710006012004,49.0,2865.3
205,220710006012005,62.0,2891.3
206,220710006012010,30.0,2716.8
207,220710006012014,4.0,2501.5
208,220710006012015,2.0,2556.9
209,220710006012016,14.0,2701.9
210,220710006012017,20.0,2497.6
211,220710006012018,46.0,2886.6
212,220710006021003,63.0,3128.4
213,220710006021005,16.0,2558.6
214,220710006021006,1.0,2532.1
215,220710006021007,31.0,2484.7
216,220710006021009,42.0,2642.6
217,220710006021010,42.0,2733.0
218,220710006021012,19.0,2868.7
219,220710006021014,31.0,3007.5
220,220710006021015,3.0,2950.4
221,220710006021016,48.0,2932.7
222,220710006021017,24.0,2857.4
223,220710006021018,69.0,3151.0
224,220710006021020,50.0,3022.9
225,220710006021021,51.0,2799.2
226,220710006021023,122.0,2717.6
227,220710006021028,63.0,2507.3
228,220710006021031,46.0,2633.9
229,220710006021032,63.0,2331.8
230,220710006022001,49.0,2348.6
231,220710006022002,31.0,2670.6
232,220710006022003,18.0,2815.2
233,220710006022004,50.0,2711.9
234,220710006022005,64.0,2924.6
235,220710006022006,48.0,2744.5
236,220710006022007,32.0,2580.3
237,220710006022008,2.0,3006.6
238,220710006022009,7.0,2683.7
239,220710006022011,32.0,2796.6
240,220710006022013,68.0,2975.4
241,220710006022014,18.0,2951.5
242,220710006022015,155.0,2867.3
243,220710006022016,13.0,3069.8
244,220710006022017,68.0,3032.4
245,220710006022018,13.0,2640.6
246,220710006022032,10.0,2950.4
247,220710006022039,28.0,2714.8
248,220710006022040,94.0,2443.7
249,220710006022041,3.0,2357.7
250,220710006022042,6.0,2384.7
251,220710006023004,28.0,1982.1
252,220710006023005,18.0,1787.2
253,220710006023006,48.0,1881.5
254,220710006023007,25.0,1976.9
255,220710006023008,44.0,2194.0
256,220710006023009,48.0,2194.5
257,220710006023011,57.0,2345.5
258,220710006023012,62.0,2583.4
259,220710006023013,36.0,2432.7
260,220710006023014,44.0,2311.8
261,220710006023015,49.0,2145.8
262,220710006023016,17.0,2092.5
263,220710006023017,58.0,2202.9
264,220710006023018,39.0,2252.7
265,220710006023019,81.0,2305.7
266,220710006023020,70.0,2358.1
267,220710006023021,26.0,2357.4
268,220710006023022,29.0,2543.6
269,220710006023023,74.0,2615.8
270,220710006023024,31.0,2467.9
271,220710006023025,57.0,2362.9
272,220710006031000,34.0,1696.4
273,220710006031001,5.0,1654.3
274,220710006031002,233.0,1452.4
275,220710006031003,99.0,1565.8
276,220710006031007,56.0,1721.4
277,220710006031009,81.0,1854.8
278,220710006031025,115.0,1548.0
279,220710006031026,36.0,1435.4
280,220710006032000,77.0,2060.6
281,220710006032001,23.0,2149.1
282,220710006032002,59.0,2120.6
283,220710006032003,42.0,2161.8
284,220710006032005,129.0,2077.1
285,220710006032006,122.0,2148.3
286,220710006032007,90.0,2169.7
287,220710006032008,16.0,2195.6
288,220710006032010,109.0,1852.2
289,220710006032011,30.0,1970.2
290,220710006032012,72.0,1993.5
291,220710006032013,52.0,1998.9
292,220710006032014,12.0,2022.9
293,220710006032015,113.0,1966.7
294,220710006041002,14.0,2964.6
295,220710006041003,191.0,3081.5
296,220710006041004,119.0,2915.8
297,220710006041005,75.0,2797.5
298,220710006041006,18.0,2808.7
299,220710006041008,13.0,2589.4
300,220710006041009,30.0,2571.3
301,220710006041010,43.0,2681.6
302,220710006041011,23.0,2565.3
303,220710006041012,25.0,2455.2
304,220710006041013,17.0,2453.9
305,220710006041014,290.0,2534.6
306,220710006041015,106.0,2527.0
307,220710006041016,39.0,2299.1
308,220710006041017,41.0,1920.1
309,220710006041018,17.0,2338.1
310,220710006041019,46.0,2337.7
311,220710006041020,33.0,2447.7
312,220710006041021,63.0,2609.0
313,220710006041022,66.0,2643.9
314,220710006041023,99.0,2687.3
315,220710006041024,22.0,3076.5
316,220710006041025,26.0,3019.3
317,220710006041026,39.0,2905.2
318,220710006042000,28.0,1490.8
319,220710006042001,19.0,1729.0
320,220710006042002,137.0,2174.7
321,220710006042003,47.0,2184.9
322,220710006042005,38.0,1594.1
323,220710006042006,40.0,1485.1
324,220710006042010,344.0,1853.1
325,220710006042011,50.0,1831.7
326,220710006042015,3.0,1603.4
327,220710006042017,209.0,1688.8
328,220710006042019,40.0,1293.0
329,220710006042020,50.0,1183.6
330,220710006042021,37.0,1382.7
331,220710006042022,29.0,1275.8
332,220710006042023,17.0,1275.8
333,220710006042026,27.0,1060.7
334,220710006042029,10.0,878.3
335,220710006042031,22.0,1079.0
336,220710006042032,58.0,1077.9
337,220710006042033,46.0,879.9
338,220710006042034,32.0,986.2
339,220710006042035,43.0,788.2
340,220710006042036,46.0,681.3
341,220710006042037,48.0,841.4
342,220710006042038,4.0,553.9
343,220710006042039,44.0,493.2
344,220710006042046,10.0,580.4
345,220710006043000,6.0,2334.9
346,220710006043001,17.0,2334.4
347,220710006043002,1.0,2440.4
348,220710006043003,2.0,2529.1
349,220710006043004,115.0,2678.8
350,220710006043005,48.0,2737.2
351,220710006043006,36.0,2496.6
352,220710006043007,231.0,2491.7
353,220710006043008,38.0,2415.9
354,220710006043009,156.0,2423.0
355,220710006043010,27.0,2430.3
356,220710006043011,29.0,2216.0
357,220710006043012,24.0,2063.1
358,220710006043019,262.0,1837.8
359,220710006051011,87.0,2398.5
360,220710006051012,89.0,2750.2
361,220710006051013,64.0,2815.4
362,220710006051014,70.0,2869.8
363,220710006051015,35.0,3090.3
364,220710006051016,21.0,2895.9
365,220710006051017,65.0,2848.3
366,220710006051018,52.0,2732.2
367,220710006051019,117.0,2481.5
368,220710006051020,65.0,2518.7
369,220710006051021,73.0,2429.3
370,220710006051022,64.0,1952.0
371,220710006051027,12.0,2452.4
372,220710006051028,56.0,2616.5
373,220710006052004,6.0,3197.9
374,220710006052005,182.0,3243.9
375,220710006052006,36.0,2920.1
376,220710006052007,84.0,3120.3
377,220710006052008,56.0,3043.5
378,220710006052009,32.0,2923.6
379,220710006052010,35.0,2966.0
380,220710006052011,16.0,3136.3
381,220710006052012,25.0,3137.5
382,220710006052013,26.0,2732.3
383,220710006052014,14.0,2690.7
384,220710006052015,18.0,2723.5
385,220710006053002,117.0,2519.8
386,220710006053013,73.0,2380.3
387,220710006053014,47.0,2564.0
388,220710006053015,29.0,2543.6
389,220710006053016,170.0,2648.0
