,index,population,supermarket
685,080310005022000,44.0,273.8
686,080310005022001,63.0,415.4
687,080310005022002,40.0,544.3
688,080310005022003,49.0,659.3
689,080310005022004,49.0,822.1
690,080310005022006,52.0,1080.1
691,080310005022007,51.0,923.9
692,080310005022008,45.0,790.5
693,080310005022009,36.0,671.0
694,080310005022010,61.0,521.3
695,080310005022011,77.0,412.5
696,080310005022012,62.0,535.4
697,080310005022013,45.0,658.2
698,080310005022014,56.0,805.4
699,080310005022015,41.0,925.4
700,080310005022016,43.0,1086.1
701,080310005022017,41.0,1195.1
702,080310005022018,52.0,1338.4
703,080310005022019,52.0,1195.1
704,080310005022020,66.0,1071.0
705,080310005022021,57.0,928.9
706,080310005022022,119.0,793.4
707,080310005022023,24.0,678.5
708,080310005023000,30.0,813.7
709,080310005023001,38.0,928.5
710,080310005023002,33.0,1063.9
711,080310005023003,49.0,1205.1
712,080310005023004,64.0,1347.0
713,080310005023005,49.0,1463.4
714,080310005023006,38.0,1605.1
715,080310005023007,18.0,1490.0
716,080310005023008,36.0,1440.4
717,080310005023009,71.0,1325.3
718,080310005023010,39.0,1207.5
719,080310005023011,71.0,1062.9
720,080310005023012,20.0,947.7
721,080310005023013,54.0,1073.2
722,080310005023014,55.0,1193.0
723,080310005023015,62.0,1326.4
724,080310005023017,126.0,1661.3
725,080310005023018,24.0,1554.9
726,080310005024000,56.0,1171.4
727,080310005024001,29.0,1317.4
728,080310005024002,182.0,1476.0
729,080310005024003,638.0,1264.6
730,080310005024004,275.0,1160.0
731,080310005024005,59.0,1075.3
732,080310005025000,36.0,1042.8
733,080310005025001,22.0,1143.1
734,080310005025002,16.0,1243.7
735,080310005025003,30.0,1344.0
736,080310005025004,20.0,1443.9
737,080310005025005,27.0,1344.1
738,080310005025006,30.0,1243.4
739,080310005025007,34.0,1145.3
740,080310005025008,25.0,1237.0
741,080310005025009,31.0,1336.5
742,080310005025010,15.0,1437.8
743,080310005025011,21.0,1536.7
744,080310005025012,50.0,1636.2
745,080310005025013,22.0,1535.8
746,080310005025014,24.0,1435.3
747,080310005025015,35.0,1334.9
748,080310005025016,30.0,1453.5
749,080310005025017,33.0,1553.5
750,080310005025018,56.0,1654.3
751,080310005025019,30.0,1755.3
752,080310005025020,26.0,1886.7
753,080310005025021,34.0,1787.0
754,080310005025022,38.0,1685.9
755,080310005025023,35.0,1584.9
756,080310005025024,42.0,1714.2
757,080310005025025,54.0,1815.4
758,080310005025026,30.0,1916.1
759,080310005025027,41.0,2016.9
760,080310005025028,38.0,1828.1
761,080310005025029,24.0,1909.6
762,080310006001003,6.0,896.1
763,080310006001006,13.0,608.8
764,080310006001008,14.0,610.6
765,080310006001009,55.0,525.2
766,080310006001010,122.0,398.9
767,080310006001011,68.0,379.8
768,080310006001012,47.0,518.2
769,080310006001013,105.0,396.3
770,080310006001014,158.0,372.6
771,080310006001015,68.0,246.0
772,080310006001016,70.0,207.0
773,080310006001019,55.0,497.7
774,080310006001020,5.0,663.6
775,080310006001021,33.0,750.1
776,080310006001023,166.0,1083.3
777,080310006001024,11.0,1125.1
778,080310006002000,79.0,516.8
779,080310006002001,196.0,391.7
780,080310006002002,114.0,259.6
781,080310006002003,34.0,180.1
782,080310006002004,88.0,526.5
783,080310006002005,96.0,657.6
784,080310006002006,29.0,783.3
785,080310006002007,181.0,675.6
786,080310006002008,114.0,542.2
787,080310006002009,114.0,394.1
788,080310006002010,95.0,329.3
789,080310006002012,86.0,495.7
790,080310006002013,73.0,686.9
791,080310006002016,44.0,775.2
792,080310006002017,97.0,922.1
793,080310006002018,49.0,927.5
794,080310006002020,66.0,863.0
795,080310006002021,1.0,1047.0
796,080310007011002,20.0,1207.8
797,080310007011003,30.0,1139.9
798,080310007011004,37.0,1044.1
799,080310007011005,45.0,1026.5
800,080310007011006,33.0,843.3
801,080310007011007,47.0,741.1
802,080310007011008,50.0,651.2
803,080310007011009,45.0,519.1
804,080310007011010,22.0,424.2
805,080310007011011,20.0,537.5
806,080310007011012,24.0,632.5
807,080310007011013,80.0,1040.0
808,080310007011014,22.0,1137.6
809,080310007011015,51.0,1239.2
810,080310007011016,57.0,1336.4
811,080310007011020,261.0,1643.8
812,080310007011021,38.0,1654.5
813,080310007011022,154.0,812.0
814,080310007011023,303.0,938.5
815,080310007011024,29.0,666.4
816,080310007011025,187.0,762.7
817,080310007012000,87.0,1369.3
