,id,dest_type,lon,lat
0,926,supermarket,-87.74816346799997,42.02492938800003
1,927,supermarket,-87.65929965999999,41.97921563600005
2,928,supermarket,-87.67513944099994,41.95001897700007
3,929,supermarket,-87.68078583399995,42.03932729500008
4,930,supermarket,-87.67024675399995,41.93556246300005
5,931,supermarket,-87.89216290499996,42.02611628500006
6,932,supermarket,-87.93900086599996,42.03678690200007
7,933,supermarket,-87.66917852099994,41.98279824200006
8,934,supermarket,-87.69545399099997,41.96882722900006
9,935,supermarket,-87.70997727499997,41.99718739500003
10,936,supermarket,-87.83314622599994,41.93643489300007
11,937,supermarket,-87.74359083499996,41.73400176400003
12,938,supermarket,-87.81276397299996,41.90844132300003
13,939,supermarket,-87.83796238599996,41.98734856100003
14,940,supermarket,-87.67962290799994,42.00241007600005
15,941,supermarket,-87.67837219299997,41.89551803200004
16,942,supermarket,-87.67449335399994,41.92726526800004
17,943,supermarket,-87.64692075999994,41.88231183800008
18,944,supermarket,-87.67462570199996,42.01757588000004
19,945,supermarket,-87.65969147899995,41.99113482700005
20,946,supermarket,-87.63986456899994,41.86411184400004
21,947,supermarket,-87.78870631399997,41.99606234100003
22,948,supermarket,-87.66366530299996,41.83602071300004
23,949,supermarket,-87.78254141399998,41.88780525900006
24,950,supermarket,-87.70232981799995,41.68303589300007
25,951,supermarket,-87.93774357399997,41.93244757300005
26,952,supermarket,-87.88588350899994,42.04298999500003
27,953,supermarket,-87.93801180099996,42.04604747300004
28,954,supermarket,-87.62625375199997,41.86629025900004
29,955,supermarket,-87.64504792199995,41.88869874500006
30,956,supermarket,-87.68997545999997,41.94239090200006
31,957,supermarket,-87.69005007499999,41.94354826500006
32,958,supermarket,-87.59812259299997,41.81643758300004
33,959,supermarket,-87.64470513799995,41.87760202500004
34,960,supermarket,-87.73670465799995,41.91679972400004
35,961,supermarket,-87.74282598599996,41.91162170200005
36,962,supermarket,-87.73789651299995,41.93138844400005
37,963,supermarket,-87.74268794999995,41.94024488600007
38,964,supermarket,-87.74491929299995,41.95551565600005
39,965,supermarket,-87.73005170199997,41.97627776100006
40,966,supermarket,-87.75922554199997,41.79565950300002
41,967,supermarket,-87.77030340999994,41.79383936000005
42,968,supermarket,-87.76393664099999,41.87992638000003
43,969,supermarket,-87.76643284399995,41.92690008300008
44,970,supermarket,-87.76671293699997,41.96693774700003
45,971,supermarket,-87.76276844499995,41.96032434400007
46,972,supermarket,-87.76308079599994,41.99809154200005
47,973,supermarket,-87.78220376299998,41.77833450300005
48,974,supermarket,-87.78636289499997,41.92621277700005
49,975,supermarket,-87.81843194899994,42.00458590100004
50,976,supermarket,-87.72241756599999,41.81383384400004
51,977,supermarket,-87.72419204999994,41.84326645000004
52,978,supermarket,-87.70823602699994,41.84385162100006
53,979,supermarket,-87.71459395499994,41.84412616200007
54,980,supermarket,-87.70723672099996,41.86768425800005
55,981,supermarket,-87.71557424099996,41.91754960400004
56,982,supermarket,-87.71149337199995,41.91764198600004
57,983,supermarket,-87.72353692099995,41.92482878600003
58,984,supermarket,-87.71743255199999,41.92429717300007
59,985,supermarket,-87.70844657099997,41.94510934100003
60,986,supermarket,-87.70611324699996,41.77866870300005
61,987,supermarket,-87.68928766299996,41.85328192600008
62,988,supermarket,-87.68999494999997,41.85055623700003
63,989,supermarket,-87.65284633699997,41.90872799200008
64,990,supermarket,-87.67959215999997,42.04758758400004
65,991,supermarket,-87.84228238699995,42.04220460600004
66,992,supermarket,-87.84381885599998,42.04101944000007
67,993,supermarket,-87.83547408599998,42.05657127200004
68,994,supermarket,-87.83172747499998,42.05408724900008
69,995,supermarket,-87.80117667499997,42.02213486800008
70,996,supermarket,-87.78724645599993,41.96765981100003
71,997,supermarket,-87.69963115999997,41.91716089400006
72,998,supermarket,-87.68802094599994,41.92111244700004
73,999,supermarket,-87.69490623699994,41.90991888800005
74,1000,supermarket,-87.68243426399994,41.95849592100006
75,1001,supermarket,-87.69197504499994,41.97687087500003
76,1002,supermarket,-87.68170046899996,41.69671978800005
77,1003,supermarket,-87.66344193899994,41.72299643500003
78,1004,supermarket,-87.66448851199993,41.76549283400004
79,1005,supermarket,-87.67792924699995,41.80941440700008
80,1006,supermarket,-87.68275234099997,41.82778507600005
81,1007,supermarket,-87.67913441399998,41.85187515800004
82,1008,supermarket,-87.66317440399996,41.91400729100008
83,1009,supermarket,-87.68122404899998,41.92654202100005
84,1010,supermarket,-87.66820079399997,41.98213151100003
85,1011,supermarket,-87.66714952799998,41.99837914700004
86,1012,supermarket,-87.66439579399997,41.94816152200008
87,1013,supermarket,-87.65868670299994,41.73553715500003
88,1014,supermarket,-87.64436877499998,41.74994702200007
89,1015,supermarket,-87.72336599099998,41.78657122500005
90,1016,supermarket,-87.64596744499994,41.83890194100007
91,1017,supermarket,-87.66155231199997,41.92108311500004
92,1018,supermarket,-87.64617394899994,41.94687175900003
93,1019,supermarket,-87.65664287099997,41.97310755400008
94,1020,supermarket,-87.63836510199997,41.85654110300004
95,1021,supermarket,-87.60880174299996,41.65834139100008
96,1022,supermarket,-87.63944490799997,41.90514396500004
97,1023,supermarket,-87.61672222499999,41.78069165200003
98,1024,supermarket,-87.61405245199995,41.77958305900006
99,1025,supermarket,-87.60561419299995,41.80927493400003
100,1026,supermarket,-87.58650540399998,41.73664301700006
101,1027,supermarket,-87.58773870999994,41.75828509200005
102,1028,supermarket,-87.58729567099994,41.76306725900002
103,1029,supermarket,-87.65440571299996,41.97692371400007
104,1030,supermarket,-87.55037599999997,41.72979504800003
