,index,population,supermarket
189,261635004004010,27.0,668.0
190,261635004004011,38.0,464.8
191,261635004004012,21.0,460.4
192,261635004004013,2.0,269.8
193,261635004004014,12.0,169.9
194,261635004004015,18.0,574.9
195,261635005001000,38.0,856.4
196,261635005001001,62.0,990.9
197,261635005001002,69.0,1230.3
198,261635005001003,73.0,1229.1
199,261635005001004,117.0,1046.7
200,261635005001005,54.0,1079.0
201,261635005001006,55.0,1315.9
202,261635005001007,103.0,1366.4
203,261635005001008,60.0,1151.4
204,261635005001009,19.0,1246.6
205,261635005001010,67.0,1365.2
206,261635005001011,79.0,1457.1
207,261635005001012,81.0,1618.2
208,261635005001013,64.0,1684.7
209,261635005001016,28.0,1734.7
210,261635005002000,24.0,1764.0
211,261635005002001,44.0,1503.3
212,261635005002002,45.0,1301.6
213,261635005002003,52.0,1278.1
214,261635005002004,57.0,1504.0
215,261635005002005,50.0,1681.8
216,261635005002006,70.0,1604.2
217,261635005002007,20.0,1402.4
218,261635005002008,44.0,1401.9
219,261635005003000,43.0,1431.4
220,261635005003001,42.0,1633.3
221,261635005003002,73.0,1632.1
222,261635005003003,88.0,1481.6
223,261635005003004,56.0,1480.5
224,261635005003005,25.0,1718.6
225,261635005003006,53.0,1717.7
226,261635005003007,80.0,1515.9
227,261635005003008,74.0,1566.5
228,261635005003009,29.0,1768.2
229,261635005004000,31.0,1777.6
230,261635005004001,13.0,1627.6
231,261635005004002,19.0,1520.7
232,261635005004003,43.0,1777.8
233,261635005004004,44.0,1668.6
234,261635005004005,38.0,1466.5
235,261635005004006,22.0,1467.0
236,261635005004007,22.0,1615.7
237,261635005004008,25.0,1616.0
238,261635005004009,10.0,1413.9
239,261635006001001,24.0,1437.2
240,261635006001002,25.0,1440.6
241,261635006001003,125.0,1562.3
242,261635006001004,112.0,1411.7
243,261635006001005,77.0,1464.7
244,261635006001006,67.0,1249.1
245,261635006001008,64.0,1292.6
246,261635006001009,82.0,1214.8
247,261635006001010,60.0,1149.7
248,261635006001011,26.0,1057.7
249,261635006001012,80.0,1126.4
250,261635006001013,79.0,1063.4
251,261635006001014,46.0,921.2
252,261635006001015,135.0,946.7
253,261635006001016,88.0,856.9
254,261635006001017,45.0,823.6
255,261635006001018,46.0,752.6
256,261635006001020,61.0,953.8
257,261635006001021,57.0,740.5
258,261635006001022,47.0,747.3
259,261635006002000,72.0,995.1
260,261635006002001,67.0,1194.4
261,261635006002002,35.0,1386.3
262,261635006002003,33.0,1352.9
263,261635006002004,78.0,1177.4
264,261635006002005,70.0,957.9
265,261635006002006,79.0,1154.8
266,261635006002007,41.0,1151.8
267,261635006002008,45.0,1354.9
268,261635006002009,56.0,1327.0
269,261635006002010,62.0,1190.8
270,261635006002011,82.0,926.4
271,261635006003000,13.0,1588.0
272,261635006003001,12.0,1784.7
273,261635006003002,36.0,1857.9
274,261635006003003,26.0,1856.4
275,261635006003004,23.0,1786.7
276,261635006003005,53.0,1554.8
277,261635006003006,47.0,1557.0
278,261635006003007,10.0,1725.1
279,261635006003008,42.0,1806.0
280,261635006003009,29.0,1710.1
281,261635006003010,43.0,1795.8
282,261635006003011,46.0,1528.8
283,261635006004000,11.0,1352.6
284,261635006004001,26.0,1551.1
285,261635006004002,77.0,1455.3
286,261635006004003,40.0,1292.7
287,261635006004004,48.0,1210.0
288,261635006004005,44.0,1402.9
289,261635006004006,44.0,1347.4
290,261635006004007,67.0,1134.4
291,261635006004008,13.0,972.9
292,261635006004009,43.0,1149.4
293,261635006004010,39.0,1296.4
294,261635006004011,39.0,1243.2
295,261635006004012,34.0,1043.9
296,261635006004013,29.0,891.8
297,261635006005000,26.0,1749.9
298,261635006005001,16.0,1896.1
299,261635006005002,2.0,1980.4
300,261635006005003,36.0,2055.6
301,261635006005004,36.0,2096.5
302,261635006005005,40.0,2054.2
303,261635006005006,29.0,1857.6
304,261635006005007,35.0,1709.1
305,261635006005008,18.0,1603.5
306,261635006005009,23.0,1859.5
307,261635006005010,20.0,2056.1
308,261635006005011,59.0,2059.2
309,261635006005012,25.0,2051.9
310,261635006005013,35.0,1946.1
311,261635006005014,19.0,1806.9
312,261635006005015,36.0,1548.2
313,261635006005016,13.0,1496.7
314,261635006005017,23.0,1698.2
315,261635006005018,33.0,1894.9
316,261635006005019,51.0,1958.8
317,261635006005020,30.0,1909.4
318,261635006005021,55.0,1896.9
319,261635006005022,25.0,1700.3
320,261635006005023,29.0,1443.4
321,261635007001000,95.0,1453.0
322,261635007001001,74.0,1420.5
323,261635007001002,1.0,1411.3
324,261635007001003,159.0,1318.8
325,261635007001004,160.0,1136.6
326,261635007001005,168.0,1053.2
327,261635007001006,61.0,795.8
328,261635007001007,60.0,890.5
329,261635007001008,83.0,985.9
330,261635007002000,44.0,1276.2
331,261635007002001,43.0,1308.5
332,261635007002002,61.0,1179.1
333,261635007002004,226.0,840.2
334,261635007002005,104.0,1046.2
335,261635007002006,181.0,1031.4
336,261635007002007,47.0,822.3
337,261635007002008,90.0,811.0
338,261635007002010,76.0,500.6
339,261635007003000,40.0,1084.7
340,261635007003001,20.0,1084.3
341,261635007003002,16.0,1012.8
342,261635007003003,79.0,931.8
343,261635007003005,62.0,931.9
344,261635007003006,29.0,1012.5
345,261635007003007,190.0,550.9
346,261635007003008,176.0,543.8
347,261635007003009,190.0,561.8
348,261635007003011,183.0,652.3
349,261635007003012,106.0,411.7
350,261635007003013,108.0,312.9
351,261635007003014,84.0,204.8
352,261635007003015,92.0,212.2
353,261635007004000,81.0,1091.5
354,261635007004001,52.0,1274.0
355,261635007004005,48.0,1259.8
356,261635007004006,68.0,1011.1
357,261635007004009,191.0,817.1
358,261635007004010,207.0,832.3
359,261635007004011,173.0,1003.4
360,261635007004012,60.0,665.3
361,261635007004013,70.0,493.8
362,261635007004014,55.0,478.1
363,261635007004015,76.0,383.7
364,261635007004016,202.0,722.4
365,261635008001001,58.0,539.4
366,261635008001002,28.0,646.5
367,261635008001003,69.0,923.8
368,261635008001005,3.0,426.4
369,261635008001006,48.0,538.3
370,261635008001007,74.0,687.4
371,261635008001008,65.0,891.6
372,261635008001011,215.0,778.9
373,261635008001015,200.0,930.5
374,261635008001016,152.0,1141.1
375,261635008001017,74.0,1370.7
376,261635008001018,72.0,1260.8
377,261635008001019,71.0,1170.9
378,261635008001020,52.0,1159.3
379,261635008001021,24.0,1066.6
380,261635008001024,41.0,722.0
381,261635008002000,57.0,1092.4
382,261635008002001,53.0,1170.3
383,261635008002002,112.0,1135.2
384,261635008002003,13.0,1124.2
385,261635008002004,182.0,1334.4
386,261635008002005,160.0,1423.7
387,261635008002006,180.0,1330.9
388,261635008002007,179.0,1235.1
389,261635008002008,92.0,1282.7
390,261635008002009,63.0,1180.0
391,261635008002010,70.0,1085.1
392,261635008002011,78.0,1074.0
393,261635009001000,59.0,1297.8
394,261635009001001,108.0,1489.1
395,261635009001002,73.0,1399.8
396,261635009001003,76.0,1256.1
397,261635009001004,34.0,1111.9
398,261635009001005,161.0,1218.1
399,261635009001006,98.0,1363.5
400,261635009001007,110.0,1377.7
401,261635009001009,69.0,1636.5
402,261635009001010,113.0,1882.5
403,261635009001011,144.0,1806.5
404,261635009001012,119.0,1742.3
405,261635009001013,66.0,1420.9
406,261635009001014,33.0,1371.5
407,261635009001017,1.0,1404.8
408,261635009001019,32.0,1543.3
409,261635009002000,130.0,1071.5
410,261635009002001,90.0,1012.3
411,261635009002002,85.0,825.4
412,261635009002003,78.0,731.9
413,261635009002004,103.0,633.0
414,261635009002005,110.0,907.0
415,261635009002006,95.0,1008.4
416,261635009002007,86.0,1107.4
417,261635009002008,110.0,1285.5
418,261635009002009,119.0,1302.9
419,261635009003000,103.0,617.7
420,261635009003001,170.0,527.0
421,261635009003002,121.0,323.8
422,261635009003003,140.0,235.9
423,261635009003004,108.0,512.0
424,261635009003005,112.0,609.1
425,261635009003006,116.0,802.6
426,261635009003007,103.0,892.8
427,261635009004000,85.0,128.4
428,261635009004001,105.0,139.9
429,261635009004002,141.0,232.9
430,261635009004003,109.0,611.1
431,261635009004004,94.0,508.6
432,261635009004005,136.0,415.7
433,261635009004006,90.0,403.4
434,261635010001000,70.0,1501.1
435,261635010001001,80.0,1254.7
436,261635010001002,92.0,1152.0
437,261635010001003,97.0,1139.1
438,261635010001004,49.0,956.5
439,261635010001005,112.0,847.8
440,261635010001006,89.0,753.1
441,261635010001007,89.0,1078.2
442,261635010001008,90.0,1175.4
443,261635010001009,81.0,1175.8
444,261635010001010,103.0,1362.4
445,261635010001011,62.0,1377.4
446,261635010001012,118.0,1519.7
447,261635010001013,101.0,1566.4
448,261635010002001,79.0,1969.8
449,261635010002002,105.0,1736.8
450,261635010002003,105.0,1627.9
451,261635010002004,86.0,1518.2
452,261635010002005,94.0,1660.5
453,261635010002006,106.0,1867.5
454,261635010002007,78.0,1855.6
455,261635010002008,92.0,1839.6
456,261635010002009,77.0,2147.3
457,261635010002010,73.0,2060.7
458,261635010002011,44.0,2134.6
459,261635010002012,81.0,1941.8
460,261635010002013,155.0,2052.6
461,261635010002014,68.0,2234.0
462,261635010003000,101.0,657.5
463,261635010003001,84.0,764.4
464,261635010003002,121.0,852.1
465,261635010003003,95.0,851.6
466,261635010003004,104.0,1048.1
467,261635010003005,110.0,1134.8
468,261635010003006,31.0,1329.2
469,261635010003007,69.0,1179.9
470,261635010003008,63.0,1082.2
471,261635010003009,57.0,1082.6
472,261635010003010,109.0,993.6
473,261635010003011,79.0,888.7
474,261635011001000,68.0,1631.1
475,261635011001001,60.0,1438.2
476,261635011001002,90.0,1331.6
477,261635011001003,54.0,1241.8
478,261635011001004,52.0,1165.9
479,261635011001005,140.0,1406.4
480,261635011001006,117.0,1483.0
481,261635011001008,114.0,1782.4
482,261635011001009,98.0,1783.0
483,261635011002000,87.0,2028.8
484,261635011002001,88.0,1923.8
485,261635011002002,26.0,1769.2
486,261635011002003,72.0,1642.7
487,261635011002004,64.0,1832.1
488,261635011002005,37.0,2151.4
489,261635011002006,67.0,2115.4
490,261635011002007,32.0,1865.9
491,261635011002008,93.0,1950.8
492,261635011002009,73.0,2185.1
493,261635011002010,60.0,2248.3
494,261635011002011,60.0,2378.4
495,261635011003000,40.0,2531.9
496,261635011003001,84.0,2434.3
497,261635011003002,76.0,2389.4
498,261635011003004,96.0,2498.3
499,261635011003005,64.0,2598.5
500,261635011003006,29.0,2648.7
501,261635011003007,38.0,2681.6
502,261635011003008,3.0,2594.6
503,261635011003009,1.0,2540.6
504,261635011003010,10.0,2604.8
505,261635011003011,47.0,2651.9
506,261635011003012,35.0,2662.7
507,261635011003016,10.0,2638.2
508,261635011003017,1.0,2690.3
509,261635011003027,5.0,2605.2
510,261635011003028,15.0,2629.7
511,261635011004000,66.0,1759.0
512,261635011004001,76.0,1893.3
513,261635011004002,11.0,1915.4
514,261635011004003,88.0,1845.0
515,261635011004005,100.0,1889.8
516,261635011004007,116.0,2052.3
517,261635011004008,42.0,2167.1
518,261635011004009,49.0,2258.1
519,261635011004010,18.0,2442.3
520,261635011004011,47.0,2356.8
521,261635011004012,69.0,2192.4
522,261635011004013,84.0,1979.6
523,261635011004017,8.0,2181.6
524,261635011005000,79.0,1233.2
525,261635011005001,51.0,1433.1
526,261635011005002,100.0,1452.1
527,261635011005003,112.0,1643.5
528,261635011005004,88.0,1732.7
529,261635011005005,93.0,1292.3
530,261635011005006,113.0,1475.8
531,261635011005007,95.0,1568.7
532,261635011005008,94.0,1663.3
533,261635011005009,57.0,1787.7
534,261635012001000,78.0,2607.1
535,261635012001001,118.0,2498.7
536,261635012001002,19.0,2403.8
537,261635012001003,67.0,2573.1
538,261635012001004,23.0,2529.3
539,261635012001005,56.0,2309.6
540,261635012001006,27.0,2416.3
541,261635012001007,50.0,2078.1
542,261635012001008,113.0,2397.9
543,261635012001009,90.0,2302.1
544,261635012001010,25.0,2817.3
545,261635012001011,5.0,2630.7
546,261635012001012,54.0,2571.3
547,261635012001013,83.0,2772.6
548,261635012001018,3.0,2795.8
549,261635012001019,4.0,2705.5
550,261635012001020,5.0,2666.1
551,261635012001021,57.0,2435.8
552,261635012001022,113.0,2404.6
553,261635012001023,31.0,2531.1
554,261635012001024,13.0,2672.0
555,261635012001026,27.0,2713.5
556,261635012001028,44.0,2490.3
557,261635012001029,23.0,2563.5
558,261635012002000,51.0,1993.7
559,261635012002001,40.0,1809.7
560,261635012002002,108.0,1721.8
561,261635012002003,67.0,1631.6
562,261635012002004,81.0,1962.3
563,261635012002005,72.0,2048.6
564,261635012002006,76.0,2049.1
565,261635012002007,86.0,2139.2
566,261635012002008,56.0,2477.6
567,261635012002009,97.0,2295.0
568,261635012002010,40.0,2207.2
569,261635012002011,61.0,2118.2
570,261635013001005,43.0,2447.1
571,261635013001006,24.0,2555.9
572,261635013001007,25.0,2641.6
573,261635013001008,43.0,2689.3
574,261635013001009,84.0,2626.3
575,261635013001010,24.0,2537.5
576,261635013001011,45.0,2393.9
577,261635013001012,32.0,2393.8
578,261635013001017,91.0,2324.8
579,261635013001018,21.0,2324.8
580,261635013001019,26.0,2273.8
581,261635013001020,55.0,2075.0
582,261635013002000,61.0,2311.3
583,261635013002001,65.0,2218.2
584,261635013002002,46.0,2129.2
585,261635013002003,37.0,2129.1
586,261635013002004,22.0,2038.2
587,261635013002005,31.0,1987.6
588,261635013002006,10.0,1936.9
589,261635013002007,22.0,1782.8
590,261635013002008,14.0,1924.6
591,261635013002009,58.0,2013.5
592,261635013002010,84.0,2106.1
593,261635013002011,52.0,2204.0
594,261635013002012,30.0,1674.4
595,261635013003000,78.0,2935.0
596,261635013003001,99.0,2762.4
597,261635013003002,76.0,2761.2
598,261635013003003,90.0,2673.7
599,261635013003004,82.0,2587.5
600,261635013003005,132.0,2409.5
601,261635013003006,73.0,2204.9
602,261635013003007,67.0,2298.5
603,261635013003008,63.0,2383.7
604,261635013003009,66.0,2556.6
605,261635013003010,51.0,2644.6
606,261635013003011,79.0,2730.3
607,261635013004000,24.0,2353.9
608,261635013004001,54.0,2288.4
609,261635013004004,39.0,2311.6
610,261635013004005,47.0,2286.7
611,261635013004008,66.0,1976.1
612,261635013004009,36.0,1978.6
613,261635013004010,57.0,1878.6
614,261635013004011,67.0,1781.1
615,261635013004012,74.0,1495.8
616,261635013004013,29.0,1576.8
617,261635013005000,52.0,2608.2
618,261635013005002,69.0,2770.6
619,261635013005003,79.0,2921.2
620,261635013005004,25.0,2708.1
621,261635013005005,39.0,2850.5
622,261635013005007,32.0,2850.2
623,261635013005008,28.0,2935.3
624,261635013005010,19.0,3026.9
625,261635013005011,38.0,2966.3
626,261635013005012,45.0,2772.2
627,261635013005013,74.0,2626.4
628,261635013005014,95.0,2719.3
629,261635013005015,76.0,2913.2
630,261635013005016,30.0,2998.7
631,261635013005017,59.0,2991.6
632,261635013005018,85.0,2922.1
633,261635013005022,76.0,2982.9
634,261635013005023,97.0,3044.7
635,261635013005024,87.0,2956.8
636,261635013005025,85.0,2871.7
637,261635013005031,51.0,2506.3
638,261635013005032,101.0,2604.3
639,261635014001000,72.0,2394.9
640,261635014001001,79.0,2478.7
641,261635014001002,98.0,2479.6
642,261635014001003,50.0,2567.7
643,261635014001004,79.0,2641.4
644,261635014001005,47.0,2769.6
645,261635014001013,70.0,2607.2
646,261635014001014,71.0,2608.2
647,261635014001016,62.0,2696.4
648,261635014001017,86.0,2853.2
649,261635014001018,80.0,2918.7
650,261635014001019,78.0,2919.6
651,261635014001020,1.0,2740.9
652,261635014002000,62.0,2105.9
653,261635014002001,68.0,2189.4
654,261635014002002,65.0,2189.9
655,261635014002003,59.0,2320.5
656,261635014002008,68.0,2318.2
657,261635014002009,71.0,2319.0
658,261635014002010,77.0,2405.5
659,261635014002011,70.0,2467.3
660,261635014002012,53.0,2662.9
661,261635014002013,96.0,2598.0
662,261635014002014,107.0,2514.4
663,261635014002015,68.0,2513.7
664,261635014003000,60.0,2679.3
665,261635014003001,70.0,2680.3
666,261635014003002,70.0,2787.8
667,261635014003003,69.0,2867.6
668,261635014003004,59.0,3007.7
669,261635014003005,67.0,2802.8
670,261635014003006,102.0,2890.3
671,261635014003007,2.0,2840.2
672,261635014003008,64.0,2974.9
673,261635014003009,118.0,2976.0
674,261635014003010,113.0,3026.7
675,261635014003011,88.0,3025.8
676,261635014003012,46.0,2821.3
677,261635014003013,36.0,2821.7
678,261635014003014,60.0,3017.0
679,261635014003015,42.0,3096.3
680,261635014003018,73.0,3094.3
681,261635014004007,20.0,1596.7
682,261635014004008,88.0,1696.0
683,261635014004009,60.0,1791.7
684,261635014004020,104.0,2148.4
685,261635014004021,132.0,2054.9
686,261635014004023,37.0,2253.8
687,261635014004024,76.0,2361.0
688,261635014004025,62.0,2451.6
689,261635014004026,66.0,2532.9
690,261635014004027,59.0,1827.8
691,261635014004028,85.0,1993.9
692,261635014004029,92.0,1994.8
693,261635014004030,88.0,2059.9
694,261635014004031,50.0,1880.0
695,261635015001000,48.0,915.5
696,261635015001001,55.0,997.5
697,261635015001002,67.0,950.6
698,261635015001003,66.0,1027.1
699,261635015001004,80.0,1214.1
700,261635015001005,64.0,1135.7
701,261635015001006,68.0,1099.4
702,261635015001007,66.0,1098.6
703,261635015001008,89.0,1293.9
704,261635015001009,71.0,1300.4
705,261635015001010,45.0,1381.5
706,261635015001011,87.0,1337.1
707,261635015001012,47.0,1530.6
708,261635015001013,56.0,1530.6
709,261635015001014,58.0,1494.8
710,261635015001015,46.0,1494.7
711,261635015002005,38.0,525.5
712,261635015002006,52.0,677.4
713,261635015002007,44.0,926.8
714,261635015002008,45.0,781.2
715,261635015002011,27.0,1000.9
716,261635015002012,33.0,796.8
717,261635015003000,54.0,873.1
718,261635015003001,53.0,868.8
719,261635015003002,56.0,771.8
720,261635015003003,52.0,683.4
721,261635015003004,46.0,588.9
722,261635015003005,51.0,500.2
723,261635015003006,14.0,363.7
724,261635015003007,20.0,219.4
725,261635015003015,43.0,431.0
726,261635015003016,15.0,420.6
727,261635015003017,55.0,512.0
728,261635015003018,12.0,622.6
729,261635015003020,46.0,1071.0
730,261635015003021,49.0,1065.9
731,261635015003022,55.0,863.4
732,261635015003023,33.0,861.6
733,261635015004000,66.0,1008.3
734,261635015004001,64.0,1173.5
735,261635015004003,88.0,1210.3
736,261635015004004,69.0,1521.0
737,261635015004006,71.0,1520.8
738,261635015004007,65.0,1312.9
739,261635015004008,119.0,1235.0
740,261635015004009,7.0,1400.3
741,261635015004011,8.0,1597.3
742,261635015004012,76.0,1550.8
743,261635015005000,255.0,1361.6
744,261635015005001,78.0,1504.5
745,261635015005002,62.0,1117.6
746,261635015005010,35.0,1130.0
747,261635015005011,8.0,1182.5
748,261635015005012,42.0,1411.6
749,261635015005013,59.0,1305.2
750,261635015005014,82.0,1256.8
751,261635015005019,44.0,1545.8
752,261635015005020,40.0,1546.0
753,261635015005021,38.0,1679.0
754,261635015005022,73.0,1361.2
755,261635015005024,55.0,1650.3
756,261635015005025,56.0,1699.5
757,261635015005026,42.0,1806.4
758,261635015005027,85.0,1874.2
759,261635015005028,66.0,1940.9
760,261635015005029,195.0,1599.4
761,261635015005030,189.0,1611.8
762,261635015005031,50.0,2022.1
763,261635015005032,2.0,2102.8
764,261635016001000,49.0,1708.9
765,261635016001001,60.0,1708.9
766,261635016001002,42.0,1789.7
767,261635016001003,76.0,1821.8
768,261635016001004,49.0,1821.9
769,261635016001005,35.0,1910.7
770,261635016001006,44.0,1912.7
771,261635016001007,31.0,2020.2
772,261635016001008,69.0,2087.4
773,261635016001009,49.0,2154.4
774,261635016001010,47.0,2235.3
775,261635016001011,45.0,2374.7
776,261635016001012,111.0,2211.3
777,261635016001013,97.0,2169.5
778,261635016001014,65.0,2017.1
779,261635016001015,49.0,1939.5
780,261635016001016,67.0,1903.7
781,261635016001017,49.0,1903.2
782,261635016001018,25.0,2107.9
783,261635016001019,38.0,2189.9
784,261635016001020,22.0,2145.4
785,261635016001021,23.0,2223.7
786,261635016002010,44.0,1958.7
787,261635016002011,59.0,1648.6
788,261635016002013,76.0,1745.3
789,261635016002014,110.0,1816.6
790,261635016002015,19.0,1716.2
791,261635016002016,78.0,2023.0
792,261635016002020,77.0,2109.7
793,261635016002021,52.0,2103.4
794,261635016002022,32.0,1840.6
795,261635016002023,51.0,1871.7
796,261635016002024,6.0,1738.3
797,261635016002025,53.0,2641.7
798,261635016002026,12.0,1946.3
799,261635016002027,69.0,2164.4
800,261635016002028,53.0,2141.8
801,261635016002029,64.0,2140.5
802,261635017001000,101.0,2772.9
803,261635017001001,35.0,2652.6
804,261635017001002,26.0,2726.9
805,261635017001003,157.0,2992.7
806,261635017001004,39.0,2927.3
807,261635017001005,36.0,3028.1
808,261635017001006,38.0,2856.8
809,261635017001007,184.0,3154.2
810,261635017001008,277.0,3199.0
811,261635017001009,22.0,3228.5
812,261635017001010,71.0,3265.8
813,261635017001011,76.0,3048.1
814,261635017001012,50.0,3039.4
815,261635017001013,43.0,3123.9
816,261635017001014,32.0,2885.2
817,261635017001015,7.0,2968.8
818,261635017001020,63.0,2805.2
819,261635017001021,96.0,2752.4
820,261635017001022,14.0,2662.4
821,261635017002003,1.0,2396.0
822,261635017002004,12.0,2414.5
823,261635017002007,187.0,2545.3
824,261635017002009,22.0,2310.5
825,261635017002010,36.0,2317.0
826,261635017002011,36.0,2353.6
827,261635017002012,42.0,2432.7
828,261635017002013,89.0,2569.9
829,261635017002014,106.0,2632.7
