,geoid10,population,supermarket
2844,245101304002009,43.0,2105.5
2845,245101304002010,67.0,2170.0
2846,245101304002011,109.0,2234.6
2847,245101304002012,76.0,2182.5
2848,245101304002013,226.0,2047.8
2849,245101304002014,16.0,2041.1
2850,245101304002015,44.0,1985.2
2851,245101304002016,13.0,1954.9
2852,245101304002017,18.0,1916.5
2853,245101304002018,15.0,1989.3
2854,245101304002019,,1666.5
2855,245101304002020,98.0,2058.6
2856,245101304003000,62.0,2280.5
2857,245101304003001,117.0,2392.1
2858,245101304003002,114.0,2466.1
2859,245101304003003,81.0,2383.1
2860,245101304003004,73.0,2305.4
2861,245101304003005,25.0,2249.9
2862,245101304003006,27.0,2180.1
2863,245101304003007,22.0,2238.6
2864,245101304003008,25.0,2293.2
2865,245101304003009,40.0,2322.7
2866,245101306001000,201.0,1396.9
2867,245101306001001,102.0,1401.4
2868,245101306001002,109.0,1361.6
2869,245101306001003,37.0,1285.0
2870,245101306001004,225.0,1504.0
2871,245101306001005,78.0,1421.3
2872,245101306001006,31.0,1480.9
2873,245101306001007,,1455.3
2874,245101306001008,,1365.8
2875,245101306001009,81.0,1560.7
2876,245101306001010,,1324.9
2877,245101306001011,,1179.8
2878,245101306001012,,1412.7
2879,245101306001013,,1631.6
2880,245101306001014,,1618.0
2881,245101306001015,17.0,1567.1
2882,245101306001016,5.0,1591.0
2883,245101306001017,18.0,1555.2
2884,245101306001018,,1578.4
2885,245101306001019,,1575.5
2886,245101306001020,,1432.6
2887,245101306001021,,2076.0
2888,245101306001022,,2072.9
2889,245101306001023,,2203.5
2890,245101306001024,,1539.9
2891,245101306001025,,1704.7
2892,245101306001026,,1730.0
2893,245101306001027,,1758.5
2894,245101306001028,,1453.5
2895,245101306001029,73.0,1501.1
2896,245101306001030,6.0,1570.5
2897,245101306001031,,1649.6
2898,245101306002000,2.0,1302.1
2899,245101306002001,128.0,1273.0
2900,245101306002002,68.0,988.6
2901,245101306002003,,1030.3
2902,245101306002004,96.0,907.7
2903,245101306002005,55.0,1013.9
2904,245101306002006,133.0,1155.5
2905,245101306002007,82.0,1136.6
2906,245101306002008,71.0,1165.8
2907,245101306002009,124.0,1210.5
2908,245101306002010,28.0,1278.3
2909,245101306002011,69.0,1287.1
2910,245101306003000,123.0,734.1
2911,245101306003001,143.0,805.6
2912,245101306003002,151.0,875.7
2913,245101306003003,133.0,945.7
2914,245101306003004,53.0,1002.6
2915,245101306003005,127.0,1092.5
2916,245101306003006,87.0,1096.7
2917,245101306003007,27.0,1164.2
2918,245101306004000,71.0,583.8
2919,245101306004001,26.0,648.2
2920,245101306004002,99.0,700.4
2921,245101306004003,65.0,824.7
2922,245101306004004,246.0,1094.2
2923,245101306004005,,1308.7
2924,245101306004006,163.0,908.8
2925,245101306004007,123.0,830.0
2926,245101306004008,108.0,810.1
2927,245101306004009,2.0,1097.8
2928,245101306004010,,1309.4
2929,245101306004011,,1303.5
2930,245101306004012,,1408.9
2931,245101307001000,1036.0,416.7
2932,245101307001001,,253.0
2933,245101307001002,,297.8
2934,245101307002000,30.0,727.8
2935,245101307002001,37.0,451.3
2936,245101307002002,21.0,367.6
2937,245101307002003,303.0,560.7
2938,245101307002004,,536.8
2939,245101307002005,59.0,709.3
2940,245101307002006,69.0,611.4
2941,245101307002007,42.0,482.1
2942,245101307002008,38.0,510.7
2943,245101307002009,60.0,794.8
2944,245101307002010,78.0,700.1
2945,245101307002011,66.0,784.1
2946,245101307002012,56.0,881.2
2947,245101307003000,,888.2
2948,245101307003001,119.0,1214.3
2949,245101307003002,30.0,764.3
2950,245101307003003,107.0,691.3
2951,245101307003004,25.0,715.7
2952,245101307003005,90.0,551.3
2953,245101307003006,11.0,609.3
2954,245101307003007,13.0,691.1
2955,245101307003008,129.0,781.0
2956,245101307003009,94.0,883.0
2957,245101307004000,252.0,569.0
2958,245101307004001,,515.0
2959,245101307004002,19.0,405.4
2960,245101307004003,66.0,461.1
2961,245101307004004,7.0,610.6
2962,245101307004005,78.0,469.2
2963,245101307004006,39.0,530.6
2964,245101307004007,12.0,659.4
2965,245101307004008,62.0,577.9
2966,245101307004009,42.0,590.4
2967,245101307004010,54.0,676.6
2968,245101307004011,37.0,673.0
2969,245101307005000,93.0,947.8
2970,245101307005001,,942.4
2971,245101307005002,26.0,967.2
2972,245101307005003,6.0,1007.0
2973,245101307005004,36.0,746.5
2974,245101307005005,168.0,792.6
2975,245101307005006,37.0,827.7
2976,245101307005007,4.0,871.7
2977,245101307005008,411.0,359.4
2978,245101307005009,41.0,203.1
2979,245101307005010,63.0,383.8
2980,245101307005011,20.0,785.0
2981,245101307005012,36.0,275.2
2982,245101307005013,37.0,197.7
2983,245101307005014,144.0,534.2
2984,245101307005015,,775.2
2985,245101307006000,,143.4
2986,245101307006001,117.0,482.7
2987,245101307006002,334.0,487.9
2988,245101307006003,49.0,476.9
2989,245101307006004,91.0,410.0
2990,245101307006005,147.0,387.5
2991,245101307006006,,708.5
2992,245101307006007,151.0,474.5
2993,245101308031000,2.0,1283.7
2994,245101308031001,218.0,1406.1
2995,245101308031002,25.0,1205.1
2996,245101308031003,205.0,1000.2
2997,245101308031004,156.0,706.0
2998,245101308031005,,1270.0
2999,245101308031006,,1213.6
3000,245101308032000,2.0,965.4
3001,245101308032001,16.0,1067.3
3002,245101308032002,19.0,925.5
3003,245101308032003,8.0,1051.7
3004,245101308032004,,866.5
3005,245101308032005,117.0,820.9
3006,245101308032006,107.0,875.5
3007,245101308032007,45.0,921.4
3008,245101308032008,97.0,947.3
3009,245101308032009,59.0,1017.6
3010,245101308032010,258.0,1387.3
3011,245101308032011,36.0,1338.1
3012,245101308032012,13.0,1188.6
3013,245101308032013,59.0,1385.9
3014,245101308032014,203.0,1418.6
3015,245101308032015,38.0,1354.5
3016,245101308032016,85.0,671.9
3017,245101308033000,107.0,598.8
3018,245101308033001,55.0,542.8
3019,245101308033002,,624.7
3020,245101308033003,36.0,698.9
3021,245101308033004,,1062.6
3022,245101308033005,87.0,839.1
3023,245101308033006,57.0,635.0
3024,245101308033007,28.0,691.9
3025,245101308033008,31.0,647.5
3026,245101308033009,54.0,355.5
3027,245101308033010,54.0,427.6
3028,245101308033011,68.0,515.8
3029,245101308033012,22.0,564.7
3030,245101308033013,33.0,349.2
3031,245101308033014,26.0,370.6
3032,245101308033015,,364.1
3033,245101308033016,67.0,435.0
3034,245101308033017,96.0,553.5
3035,245101308033018,28.0,580.8
3036,245101308033019,21.0,736.1
3037,245101308033020,21.0,736.6
3038,245101308033021,89.0,782.7
3039,245101308041000,96.0,391.9
3040,245101308041001,59.0,483.2
3041,245101308041002,49.0,584.6
3042,245101308041003,261.0,658.5
3043,245101308041004,16.0,775.6
3044,245101308041005,13.0,941.8
3045,245101308041006,,1627.5
3046,245101308041007,147.0,1007.0
3047,245101308041008,70.0,752.0
3048,245101308041009,82.0,761.4
3049,245101308041010,3.0,668.1
3050,245101308041011,92.0,963.9
3051,245101308042000,18.0,822.2
3052,245101308042001,82.0,880.1
3053,245101308042002,156.0,1033.2
3054,245101308042003,69.0,1339.2
3055,245101308042004,42.0,1411.7
3056,245101308042005,,1337.7
3057,245101308042006,73.0,1197.9
3058,245101308042007,53.0,952.9
3059,245101308042008,44.0,1625.6
3060,245101308042009,71.0,1395.6
3061,245101308042010,34.0,1368.4
3062,245101308042011,3.0,1828.1
3063,245101308042012,15.0,1211.7
3064,245101308042013,69.0,1466.9
3065,245101308042014,41.0,1355.0
3066,245101308042015,42.0,1340.4
3067,245101308042016,31.0,1640.5
3068,245101308042017,,1643.6
3069,245101308042018,,1571.8
3070,245101308042019,27.0,1693.5
3071,245101308042020,21.0,1488.3
3072,245101308042021,8.0,1485.0
3073,245101308042022,,2745.2
3074,245101308042023,,1662.7
3075,245101308042024,,1798.2
3076,245101308042025,,1721.7
3077,245101308042026,151.0,1106.5
3078,245101308042027,17.0,1318.1
3079,245101308051000,,1461.4
3080,245101308051001,3.0,3569.6
3081,245101308051002,,1776.7
3082,245101308051003,,1930.5
3083,245101308051004,144.0,3298.0
3084,245101308051005,104.0,2935.5
3085,245101308051006,3.0,3175.4
3086,245101308051007,50.0,3143.0
3087,245101308051008,66.0,3199.2
3088,245101308051009,,3076.9
3089,245101308051010,,3259.4
3090,245101308051011,,1827.1
3091,245101308051012,315.0,3377.3
3092,245101308051013,,3265.6
3093,245101308051014,,2237.2
3094,245101308051015,,2498.8
3095,245101308051016,,1948.9
3096,245101308051017,,1948.9
3097,245101308051018,,1948.9
3098,245101308051019,,1530.8
3099,245101308051020,,1599.6
3100,245101308051021,,1914.5
3101,245101308051022,,1919.4
3102,245101308051023,163.0,2652.5
3103,245101308051024,50.0,3354.7
3104,245101308051025,,3014.8
3105,245101308051026,,3202.5
3106,245101308051027,87.0,3420.2
3107,245101308051028,,3182.4
3108,245101308061000,,1569.5
3109,245101308061001,,1644.6
3110,245101308061002,32.0,1270.0
3111,245101308061003,,2306.1
3112,245101308061004,,1691.1
3113,245101308061005,,1838.4
3114,245101308061006,,1973.6
3115,245101308061007,,2046.8
3116,245101308061008,218.0,1581.6
3117,245101308061009,37.0,1633.0
3118,245101308061010,90.0,1629.9
3119,245101308061011,136.0,1584.2
3120,245101308061012,3.0,1205.7
3121,245101308061013,75.0,1441.7
3122,245101308061014,19.0,2301.6
3123,245101308061015,40.0,1682.2
3124,245101308061016,165.0,2960.1
3125,245101308061017,6.0,3163.4
3126,245101308061018,6.0,2662.3
3127,245101308061019,,3013.5
3128,245101308061020,,1376.0
3129,245101308061021,,1627.9
3130,245101308061022,8.0,1578.8
3131,245101308061023,64.0,1432.4
3132,245101308061024,,1327.8
3133,245101308061025,78.0,1400.4
3134,245101308061026,24.0,1531.6
3135,245101308061027,43.0,1545.0
3136,245101308061028,,1723.6
3137,245101308061029,134.0,1388.2
3138,245101308061030,192.0,1686.9
3139,245101308061031,,1590.5
3140,245101308061032,,1541.7
3141,245101308061033,24.0,1574.8
3142,245101308061034,1.0,1597.4
3143,245101308061035,,1840.4
3144,245101308061036,21.0,2362.7
3145,245101308061037,10.0,1655.2
3146,245101308061038,5.0,1697.5
3147,245101401001000,,723.5
3148,245101401001001,,697.3
3149,245101401001002,,595.2
3150,245101401001003,92.0,565.4
3151,245101401001004,,460.2
3152,245101401001005,96.0,389.4
3153,245101401001006,113.0,459.1
3154,245101401001007,211.0,559.5
3155,245101401001008,63.0,628.4
3156,245101401001009,50.0,683.0
3157,245101401001010,,721.6
3158,245101401001011,,720.5
3159,245101401001012,,666.0
3160,245101401001013,6.0,1144.9
3161,245101401001014,,645.2
3162,245101401001015,,718.6
3163,245101401001016,75.0,725.9
3164,245101401001017,50.0,687.6
3165,245101401001018,61.0,629.6
3166,245101401001019,461.0,791.3
3167,245101401001020,48.0,760.6
3168,245101401002000,6.0,714.4
3169,245101401002001,,656.9
3170,245101401002002,193.0,604.7
3171,245101401002003,228.0,591.0
3172,245101401002004,77.0,430.3
3173,245101401002005,131.0,405.4
3174,245101401002006,84.0,352.6
3175,245101401002007,,368.7
3176,245101401002008,,347.8
3177,245101401002009,103.0,358.0
3178,245101401002010,319.0,463.3
3179,245101401002011,98.0,292.2
3180,245101401002012,43.0,272.4
3181,245101401002013,54.0,327.0
3182,245101401003000,140.0,537.5
3183,245101401003001,53.0,539.4
3184,245101401003002,4.0,496.4
3185,245101401003003,67.0,341.0
3186,245101401003004,99.0,347.9
3187,245101401003005,,440.4
3188,245101401003006,75.0,238.1
3189,245101401003007,227.0,219.9
3190,245101401003008,58.0,217.5
3191,245101401003009,68.0,238.2
3192,245101401003010,,27.2
3193,245101401003011,72.0,218.5
3194,245101401003012,,61.4
3195,245101401003013,,66.4
3196,245101401003014,,118.4
3197,245101401003015,65.0,158.6
3198,245101401003016,,118.1
3199,245101401004000,122.0,272.9
3200,245101401004001,76.0,274.9
3201,245101401004002,55.0,216.4
3202,245101401004003,366.0,115.4
3203,245101401004004,9.0,177.5
3204,245101401004005,43.0,279.9
3205,245101401004006,52.0,288.4
3206,245101401004007,55.0,335.5
3207,245101401004008,30.0,395.8
3208,245101401004009,82.0,449.8
3209,245101401004010,18.0,573.3
3210,245101401004011,73.0,515.8
3211,245101401004012,34.0,455.8
3212,245101401004013,69.0,442.1
3213,245101401004014,62.0,600.9
3214,245101401004015,14.0,665.7
3215,245101401004016,33.0,759.9
3216,245101401004017,68.0,730.7
3217,245101401004018,56.0,574.5
3218,245101401004019,10.0,501.9
3219,245101401004020,52.0,401.0
3220,245101401004021,5.0,624.3
3221,245101402001000,13.0,279.5
3222,245101402001001,22.0,301.0
3223,245101402001002,81.0,351.1
3224,245101402001003,31.0,406.7
3225,245101402001004,,274.2
3226,245101402001005,,202.6
3227,245101402001006,,162.1
3228,245101402001007,,264.1
3229,245101402001008,207.0,337.8
3230,245101402001009,,240.0
3231,245101402001010,108.0,348.4
3232,245101402001011,,410.5
3233,245101402001012,42.0,359.2
3234,245101402001013,34.0,479.2
3235,245101402001014,85.0,411.3
3236,245101402001015,49.0,528.8
3237,245101402002000,99.0,457.3
3238,245101402002001,38.0,502.9
3239,245101402002002,43.0,549.5
3240,245101402002003,50.0,637.6
3241,245101402002004,17.0,740.6
3242,245101402002005,,667.4
3243,245101402002006,62.0,678.2
3244,245101402002007,73.0,543.3
3245,245101402002008,74.0,488.1
3246,245101402002009,60.0,413.4
3247,245101402002010,46.0,435.9
3248,245101402002011,56.0,486.1
3249,245101402002012,46.0,661.3
3250,245101402002013,51.0,557.1
3251,245101402002014,38.0,604.8
3252,245101402002015,22.0,535.9
3253,245101402002016,172.0,520.5
3254,245101402003000,24.0,775.6
3255,245101402003001,16.0,838.1
3256,245101402003002,,689.1
3257,245101402003003,,908.7
3258,245101402003004,,817.6
3259,245101402003005,7.0,753.7
3260,245101402003006,34.0,665.6
3261,245101402003007,66.0,751.9
3262,245101402003008,83.0,596.9
3263,245101402003009,7.0,594.2
3264,245101402003010,49.0,769.9
3265,245101402003011,76.0,797.6
3266,245101402003012,27.0,950.8
3267,245101402003013,,1001.8
3268,245101402003014,164.0,799.5
3269,245101402004000,72.0,476.4
3270,245101402004001,,513.8
3271,245101402004002,36.0,396.8
3272,245101402004003,119.0,421.5
3273,245101402004004,188.0,555.7
3274,245101402004005,,560.3
3275,245101402004006,37.0,585.5
3276,245101402004007,51.0,700.0
3277,245101402004008,72.0,698.1
3278,245101402004009,,826.7
3279,245101402004010,,735.0
3280,245101402004011,9.0,587.6
3281,245101402004012,5.0,535.3
3282,245101402004013,73.0,480.3
3283,245101402004014,19.0,688.1
3284,245101403001000,3.0,644.2
3285,245101403001001,,715.4
3286,245101403001002,,761.6
3287,245101403001003,,836.4
3288,245101403001004,24.0,920.2
3289,245101403001005,,961.8
3290,245101403001006,40.0,1075.7
3291,245101403001007,31.0,1148.6
3292,245101403001008,26.0,1055.1
3293,245101403001009,34.0,1014.2
3294,245101403001010,96.0,965.5
3295,245101403001011,69.0,849.6
3296,245101403001012,102.0,754.5
3297,245101403001013,90.0,700.5
3298,245101403001014,85.0,687.9
3299,245101403002000,18.0,1151.9
3300,245101403002001,9.0,1266.1
3301,245101403002002,,1340.8
3302,245101403002003,,1382.2
3303,245101403002004,107.0,1389.1
3304,245101403002005,50.0,1378.5
3305,245101403002006,,1410.5
3306,245101403002007,1.0,1199.6
3307,245101403002008,22.0,1169.8
3308,245101403002009,71.0,1093.2
3309,245101403002010,49.0,1149.8
3310,245101403002011,34.0,1222.5
3311,245101403002012,45.0,1264.6
3312,245101403002013,2.0,1327.8
3313,245101403002014,27.0,1248.1
3314,245101403003000,,522.3
3315,245101403003001,75.0,580.5
3316,245101403003002,,580.8
3317,245101403003003,44.0,724.1
3318,245101403003004,34.0,730.2
3319,245101403003005,56.0,777.6
3320,245101403003006,64.0,820.3
3321,245101403003007,37.0,656.7
3322,245101403003008,71.0,608.2
3323,245101403003009,93.0,562.4
3324,245101403003010,50.0,513.6
3325,245101403003011,64.0,461.6
3326,245101403003012,34.0,408.8
3327,245101403003013,30.0,403.4
3328,245101403004000,19.0,900.1
3329,245101403004001,35.0,940.5
3330,245101403004002,57.0,982.6
3331,245101403004003,73.0,1032.5
3332,245101403004004,69.0,1103.1
3333,245101403004005,30.0,1158.8
3334,245101403004006,,1204.8
3335,245101403004007,,1117.3
3336,245101403004008,,1038.6
3337,245101403004009,79.0,987.3
3338,245101403004010,49.0,884.0
3339,245101403004011,70.0,858.5
3340,245101403004012,41.0,840.0
3341,245101403004013,68.0,791.8
3342,245101403004014,8.0,884.9
3343,245101403004015,21.0,941.2
3344,245101403004016,13.0,911.8
3345,245101403004017,2.0,850.2
3346,245101403004018,11.0,1018.8
3347,245101403004019,,1089.2
3348,245101403004020,1.0,947.4
3349,245101501001000,101.0,1589.7
3350,245101501001001,17.0,1633.6
3351,245101501001002,70.0,1701.3
3352,245101501001003,21.0,1633.8
3353,245101501001004,255.0,1677.3
3354,245101501001005,28.0,1584.5
3355,245101501001006,15.0,1528.1
3356,245101501001007,35.0,1460.7
3357,245101501002000,125.0,1432.1
3358,245101501002001,111.0,1535.4
3359,245101501002002,92.0,1666.6
3360,245101501002003,34.0,1744.6
3361,245101501002004,74.0,1778.2
3362,245101501002005,69.0,1631.0
3363,245101501002006,103.0,1584.3
3364,245101501002007,38.0,1504.9
3365,245101501002008,,1346.0
3366,245101501002009,118.0,1360.6
3367,245101501002010,38.0,1342.1
3368,245101501002011,31.0,1754.5
3369,245101501002012,78.0,1751.5
3370,245101501002013,,1769.4
3371,245101501002014,101.0,1904.8
3372,245101501002015,46.0,1807.1
3373,245101501002016,46.0,1832.8
3374,245101501002017,61.0,1425.3
3375,245101501002018,34.0,1541.9
3376,245101501003000,78.0,1078.9
3377,245101501003001,15.0,1192.5
3378,245101501003002,163.0,1239.6
3379,245101501003003,150.0,1316.1
3380,245101501003004,132.0,1361.9
3381,245101501003005,67.0,1517.3
3382,245101501003006,,1451.2
3383,245101501003007,54.0,1586.3
3384,245101501003008,31.0,1619.9
3385,245101501003009,,1489.6
3386,245101501003010,369.0,1749.4
3387,245101501003011,267.0,1742.4
3388,245101501003012,29.0,1076.9
3389,245101501003013,57.0,1671.2
3390,245101501003014,58.0,1654.1
3391,245101502001000,113.0,2173.7
3392,245101502001001,113.0,2251.0
3393,245101502001002,,2409.5
3394,245101502001003,132.0,2300.9
3395,245101502001004,112.0,2184.0
3396,245101502001005,77.0,2111.4
3397,245101502001006,,2225.7
3398,245101502001007,81.0,1956.8
3399,245101502001008,,1905.8
3400,245101502001009,75.0,1896.9
3401,245101502001010,35.0,1818.5
3402,245101502001011,88.0,1762.2
3403,245101502001012,54.0,1838.8
3404,245101502001013,8.0,1852.6
3405,245101502001014,24.0,1980.1
3406,245101502001015,34.0,1983.1
3407,245101502001016,,2429.5
3408,245101502001017,51.0,1901.1
3409,245101502002000,109.0,1991.1
3410,245101502002001,104.0,1952.6
3411,245101502002002,128.0,1983.6
3412,245101502002003,4.0,1991.6
3413,245101502002004,96.0,2033.2
3414,245101502002005,88.0,2102.8
3415,245101502002006,33.0,2053.1
3416,245101502002007,69.0,1967.9
3417,245101502002008,24.0,1924.6
3418,245101502002009,22.0,1916.8
3419,245101502002010,88.0,1838.6
3420,245101502002011,17.0,1995.5
3421,245101502003000,38.0,1749.6
3422,245101502003001,39.0,1809.3
3423,245101502003002,2.0,1863.3
3424,245101502003003,47.0,1882.8
3425,245101502003004,54.0,1966.5
3426,245101502003005,86.0,2043.0
3427,245101502003006,64.0,2111.1
3428,245101502003007,97.0,2200.6
3429,245101502003008,130.0,2295.2
3430,245101502003009,90.0,2202.4
3431,245101502003010,83.0,2127.7
3432,245101502003011,34.0,2052.3
3433,245101502003012,64.0,1983.4
3434,245101502003013,7.0,1945.0
3435,245101502003014,40.0,1898.3
3436,245101502003015,45.0,1852.6
3437,245101503001000,87.0,2320.7
3438,245101503001001,98.0,2445.2
3439,245101503001002,87.0,2555.6
3440,245101503001003,87.0,2633.8
3441,245101503001004,115.0,2725.3
3442,245101503001005,109.0,2646.8
3443,245101503001006,146.0,2545.2
3444,245101503001007,115.0,2409.3
3445,245101503002000,152.0,2465.1
3446,245101503002001,174.0,2608.3
3447,245101503002002,151.0,2695.5
3448,245101503002003,157.0,2519.1
3449,245101503002004,21.0,2452.5
3450,245101503002005,124.0,2361.1
3451,245101503002006,,2411.8
3452,245101503003000,198.0,2718.4
3453,245101503003001,154.0,2925.3
3454,245101503003002,24.0,2856.5
3455,245101503003003,,3092.9
3456,245101503003004,46.0,3002.1
3457,245101503003005,31.0,3014.2
3458,245101503003006,,2910.9
3459,245101503003007,21.0,2870.9
3460,245101503003008,181.0,2855.4
3461,245101503003009,113.0,2809.2
3462,245101503003010,87.0,2773.6
3463,245101503003011,,2588.8
3464,245101504001000,58.0,2473.3
3465,245101504001001,47.0,2399.1
3466,245101504001002,77.0,2295.3
3467,245101504001003,,2272.9
3468,245101504001004,92.0,2302.9
3469,245101504001005,53.0,2413.1
3470,245101504001006,67.0,2501.0
3471,245101504001007,55.0,2559.1
3472,245101504001008,,2285.6
3473,245101504001009,92.0,2117.2
3474,245101504001010,,2023.4
3475,245101504001011,,1998.9
3476,245101504001012,58.0,1930.7
3477,245101504001013,1.0,2004.1
3478,245101504001014,65.0,2390.8
3479,245101504001015,44.0,2436.9
3480,245101504001016,,2291.0
3481,245101504002000,,1786.7
3482,245101504002001,134.0,1835.3
3483,245101504002002,6.0,1918.9
3484,245101504002003,86.0,2017.2
3485,245101504002004,71.0,2088.7
3486,245101504002005,150.0,2174.6
3487,245101504002006,80.0,2347.9
3488,245101504002007,78.0,2308.3
3489,245101504002008,77.0,2175.6
3490,245101504002009,14.0,2111.4
3491,245101504002010,57.0,1974.0
3492,245101504002011,107.0,1900.2
3493,245101504002012,30.0,2251.3
3494,245101504002013,47.0,2224.8
3495,245101504002014,92.0,2067.1
3496,245101504002015,21.0,1620.6
3497,245101504003000,1.0,2855.9
3498,245101504003001,,2832.3
3499,245101504003002,,3074.1
3500,245101504003003,,2877.4
3501,245101504003004,590.0,3368.2
3502,245101504003005,,3083.8
3503,245101504003006,,3158.2
3504,245101504003007,,3378.9
3505,245101504003008,,3075.5
3506,245101504003009,,2887.6
3507,245101504003010,,2887.5
3508,245101504003011,,2759.5
3509,245101504003012,129.0,2773.3
3510,245101504003013,152.0,2715.1
3511,245101504003014,124.0,2668.0
3512,245101504003015,218.0,2507.2
3513,245101504003016,90.0,2466.9
3514,245101504003017,147.0,2563.3
3515,245101504003018,74.0,2555.1
3516,245101504003019,85.0,2497.9
3517,245101504003020,51.0,2369.4
3518,245101504003021,24.0,2432.3
3519,245101504003022,31.0,2324.8
3520,245101504003023,48.0,2404.6
3521,245101504003024,4.0,2866.7
3522,245101504003025,2.0,3117.1
3523,245101504003026,106.0,2663.9
3524,245101504003027,89.0,2619.6
3525,245101505001000,5.0,2702.7
3526,245101505001001,27.0,2691.9
3527,245101505001002,3.0,2832.5
3528,245101505001003,,3018.3
3529,245101505001004,,3356.6
3530,245101505001005,,3101.8
3531,245101505001006,,2988.3
3532,245101505001007,,3131.5
3533,245101505001008,,2776.0
3534,245101505001009,,2821.3
3535,245101505001010,48.0,2964.6
3536,245101505001011,3.0,2900.6
3537,245101505001012,,3073.2
3538,245101505001013,178.0,3170.1
3539,245101505001014,96.0,3328.4
3540,245101505001015,,3206.2
3541,245101505001016,,3028.6
3542,245101505001017,267.0,3186.3
3543,245101505001018,37.0,3079.8
3544,245101505001019,50.0,3004.2
3545,245101505001020,20.0,2846.7
3546,245101505001021,71.0,2909.1
3547,245101505002000,,2996.7
3548,245101505002001,,2947.6
3549,245101505002002,,3217.2
3550,245101505002003,,3256.1
3551,245101505002004,273.0,3615.6
3552,245101505002005,,3024.2
3553,245101505002006,,2706.4
3554,245101505002007,,2723.2
3555,245101505002008,,2749.7
3556,245101505002009,,2812.9
3557,245101505002010,,2808.0
3558,245101505002011,,3157.8
3559,245101505002012,,3227.7
3560,245101505002013,,3167.6
3561,245101505002014,,3244.2
3562,245101505002015,,3299.8
3563,245101505002016,133.0,3353.6
3564,245101505002017,52.0,3340.7
3565,245101505002018,,3338.5
3566,245101505002019,90.0,3173.4
3567,245101505002020,35.0,3216.7
3568,245101505002021,,3271.9
3569,245101505002022,154.0,3497.5
3570,245101505002023,,3332.5
3571,245101505002024,,3178.4
3572,245101505002025,,2805.3
3573,245101505002026,,2894.2
3574,245101505002027,,2761.4
3575,245101505002028,,2566.0
3576,245101505002029,,2523.1
3577,245101505002030,1.0,2518.3
3578,245101506001000,,3598.2
3579,245101506001001,77.0,3592.4
3580,245101506001002,46.0,3367.0
3581,245101506001003,112.0,3234.8
3582,245101506001004,68.0,3275.2
3583,245101506001005,,3353.7
3584,245101506001006,,3411.1
3585,245101506001007,41.0,3547.3
3586,245101506001008,146.0,3423.7
3587,245101506001009,7.0,3175.5
3588,245101506001010,,3122.4
3589,245101506001011,91.0,3173.6
3590,245101506001012,21.0,3240.7
3591,245101506001013,107.0,3283.8
3592,245101506001014,31.0,3377.4
3593,245101506002000,57.0,3263.0
3594,245101506002001,84.0,3285.8
3595,245101506002002,133.0,3301.8
3596,245101506002003,,3245.4
3597,245101506002004,150.0,3484.9
3598,245101506002005,143.0,3463.1
3599,245101506002006,96.0,3461.4
3600,245101506003000,261.0,3530.2
3601,245101506003001,103.0,3584.8
3602,245101506003002,114.0,3472.9
3603,245101506003003,87.0,3342.9
3604,245101506003004,111.0,3322.1
3605,245101506004000,95.0,3609.4
3606,245101506004001,17.0,3616.9
3607,245101506004002,,3616.1
3608,245101506004003,46.0,3654.6
3609,245101506004004,,3509.0
3610,245101506004005,40.0,3452.5
3611,245101506004006,,3611.8
3612,245101506004007,29.0,3594.2
3613,245101506004008,,3526.1
3614,245101506004009,43.0,3495.6
3615,245101506004010,22.0,3363.9
3616,245101506004011,,3710.0
3617,245101506004012,98.0,3722.6
3618,245101506004013,23.0,3450.2
3619,245101506005000,117.0,3552.4
3620,245101506005001,132.0,3701.9
3621,245101506005002,27.0,3707.6
3622,245101506005003,39.0,3561.2
3623,245101506005004,31.0,3433.2
3624,245101506005005,16.0,3287.8
3625,245101506005006,,3251.2
3626,245101506005007,,3466.9
3627,245101506005008,26.0,3571.1
3628,245101506005009,89.0,3748.0
3629,245101506005010,42.0,3624.3
3630,245101506005011,14.0,3546.8
3631,245101506005012,51.0,3396.9
3632,245101506005013,43.0,3595.6
3633,245101506005014,17.0,3712.4
3634,245101506005015,,3630.0
3635,245101506005016,5.0,3513.8
3636,245101506005017,42.0,3473.7
3637,245101506005018,32.0,3381.4
3638,245101506005019,16.0,3294.7
3639,245101506005020,,3244.4
3640,245101506005021,,3135.0
3641,245101506005022,26.0,3423.1
3642,245101506005023,9.0,3362.5
3643,245101506005024,105.0,3440.9
3644,245101506005025,34.0,3765.4
3645,245101507011000,,2900.1
3646,245101507011001,,2750.6
3647,245101507011002,,2889.0
3648,245101507011003,70.0,2593.6
3649,245101507011004,76.0,2913.6
3650,245101507011005,,2573.2
3651,245101507011006,,2485.1
3652,245101507011007,,2660.4
3653,245101507011008,,2394.5
3654,245101507011009,,3380.5
3655,245101507011010,,3567.8
3656,245101507011011,10.0,3534.7
3657,245101507011012,,3584.0
3658,245101507011013,,3472.3
3659,245101507011014,,3270.4
3660,245101507011015,,3319.3
3661,245101507011016,,3387.1
3662,245101507011017,,3548.1
3663,245101507011018,44.0,2284.9
3664,245101507011019,4.0,2244.7
3665,245101507011020,37.0,2333.5
3666,245101507011021,29.0,2394.4
3667,245101507011022,,2427.3
3668,245101507011023,39.0,2630.3
3669,245101507011024,155.0,2773.7
3670,245101507011025,48.0,2950.3
3671,245101507011026,22.0,2916.6
3672,245101507011027,45.0,3022.2
