,id,dest_type,lon,lat
0,22,supermarket,-76.72879871899994,39.37895139300008
1,23,supermarket,-76.72369437399993,39.37723362400004
2,24,supermarket,-76.53580717799997,39.28932988200006
3,25,supermarket,-76.69619672299996,39.26093536100007
4,26,supermarket,-76.68697434599994,39.38554834500007
5,27,supermarket,-76.69258573999997,39.25245707500005
6,28,supermarket,-76.57684956499997,39.38712574400006
7,29,supermarket,-76.63522103499997,39.33875744300008
8,30,supermarket,-76.60805512599995,39.32780630000008
9,31,supermarket,-76.73067566499998,39.28975550200005
10,32,supermarket,-76.59983224299998,39.26767679400007
11,33,supermarket,-76.69595212499996,39.29387608400003
12,34,supermarket,-76.57879874099996,39.28055587800003
13,35,supermarket,-76.70116347299995,39.34585499700006
14,36,supermarket,-76.66744903599994,39.24841087900006
15,37,supermarket,-76.70921651799995,39.35976098600003
16,38,supermarket,-76.61190802899995,39.37315604800006
17,39,supermarket,-76.69014467299996,39.37453918700004
18,40,supermarket,-76.56488124599997,39.27485525000003
19,41,supermarket,-76.66226637099999,39.25929466700006
20,42,supermarket,-76.60384049799995,39.27047170200007
21,43,supermarket,-76.61630613099999,39.31673463100003
22,44,supermarket,-76.65337855899998,39.28302386600006
23,45,supermarket,-76.50746318999995,39.38878959700003
24,46,supermarket,-76.62604328899994,39.37810315100006
25,47,supermarket,-76.51694102399995,39.27335056200008
26,48,supermarket,-76.64990348399994,39.36859487000004
27,49,supermarket,-76.54449725299997,39.32363693700006
28,50,supermarket,-76.56893143499997,39.31396592800007
29,51,supermarket,-76.58176103599999,39.29847301000007
30,52,supermarket,-76.62859103999995,39.29912117400005
31,53,supermarket,-76.61838320599998,39.31240700800004
32,54,supermarket,-76.57159308899998,39.29515609600003
33,55,supermarket,-76.57126960099998,39.33937756100005
34,56,supermarket,-76.59615608699994,39.35809548300006
35,57,supermarket,-76.69567078099999,39.33015063100004
36,58,supermarket,-76.63062019599994,39.33627308400003
37,59,supermarket,-76.61569099999997,39.32648650000004
38,60,supermarket,-76.69882259999997,39.26597090000007
39,61,supermarket,-76.71837509999995,39.28986370000007
40,62,supermarket,-76.52121969999996,39.39527360000005
41,63,supermarket,-76.58036299999998,39.39520700000003
42,64,supermarket,-76.63432679999994,39.35594470000007
43,65,supermarket,-76.63969629999997,39.19972130000008
44,66,supermarket,-76.58221699999996,39.39513700000003
45,67,supermarket,-76.60012809999995,39.28408450000006
46,68,supermarket,-76.57925849999998,39.38532830000003
47,69,supermarket,-76.63539649999996,39.28444900000005
48,70,supermarket,-76.62853999999999,39.30727400000006
49,71,supermarket,-76.61674899999997,39.30087800000007
50,72,supermarket,-76.65455409999998,39.20113750000007
51,73,supermarket,-76.58887299999998,39.28565600000007
52,74,supermarket,-76.59031299999998,39.28790100000003
53,75,supermarket,-76.50804029999995,39.29873400000002
54,76,supermarket,-76.54172189999997,39.37249440000005
55,77,supermarket,-76.51135939999995,39.37424160000006
56,78,supermarket,-76.50593839999993,39.27779170000008
57,79,supermarket,-76.50622429999999,39.26790560000006
58,80,supermarket,-76.72178489999999,39.29127430000005
59,81,supermarket,-76.72652329999994,39.28064250000006
60,82,supermarket,-76.72479949999996,39.28130680000004
61,83,supermarket,-76.61083699999995,39.32361720000006
62,84,supermarket,-76.58286529999998,39.36719580000005
63,85,supermarket,-76.56447299999996,39.27875780000005
64,86,supermarket,-76.71203229999998,39.36235340000007
65,87,supermarket,-76.61568169999998,39.29220870000006
66,88,supermarket,-76.56650759999997,39.28879750000004
67,89,supermarket,-76.51006799999999,39.37915300000003
68,90,supermarket,-76.70690109999998,39.35757720000004
69,91,supermarket,-76.51977029999995,39.33022040000003
