,index,population,supermarket
369,530330006001021,17.0,312.0
370,530330006001022,14.0,307.4
371,530330006001023,133.0,1138.4
372,530330006001024,166.0,749.6
373,530330006002000,131.0,275.3
374,530330006002001,34.0,333.6
375,530330006002002,417.0,645.1
376,530330006002003,118.0,672.5
377,530330006002005,179.0,521.1
378,530330006002006,293.0,682.3
379,530330006003000,57.0,1255.8
380,530330006003001,174.0,1592.0
381,530330006003002,29.0,951.3
382,530330006003003,23.0,841.1
383,530330006003004,36.0,712.7
384,530330006003005,50.0,681.4
385,530330006003007,423.0,1439.6
386,530330006003008,30.0,1656.6
387,530330006003009,27.0,1445.7
388,530330006003010,22.0,1351.1
389,530330006003011,19.0,886.0
390,530330006003012,153.0,1161.2
391,530330006003013,36.0,1360.3
392,530330006003016,288.0,1497.7
393,530330006003017,48.0,1633.0
394,530330006004000,129.0,1595.2
395,530330006004001,34.0,1307.8
396,530330006004002,92.0,1634.7
397,530330006004003,23.0,1992.5
398,530330006004004,82.0,1630.1
399,530330006004005,67.0,1879.8
400,530330006004012,91.0,1675.9
401,530330006004013,106.0,1858.2
402,530330006004015,214.0,1060.6
403,530330006004016,44.0,779.3
404,530330006004017,101.0,617.2
405,530330006004018,251.0,1678.3
406,530330006004024,1.0,1848.2
407,530330006004030,309.0,1142.4
408,530330006005004,111.0,1798.1
409,530330006005006,46.0,1118.3
410,530330006005007,19.0,890.9
411,530330006005008,54.0,899.6
412,530330006005009,111.0,936.2
413,530330006005011,12.0,1877.2
414,530330006005012,56.0,2078.9
415,530330006005013,51.0,2054.2
416,530330006005014,142.0,1995.2
417,530330006005015,76.0,1163.7
418,530330006005016,20.0,1163.7
419,530330006005017,43.0,1118.9
420,530330006005018,62.0,1001.4
421,530330006006000,117.0,122.0
422,530330006006001,130.0,405.6
423,530330006006002,271.0,550.2
424,530330006006004,257.0,759.4
425,530330006006005,115.0,737.4
426,530330006006006,49.0,909.7
427,530330006006007,114.0,1003.5
428,530330006006008,87.0,817.8
429,530330006006009,51.0,722.3
430,530330006006010,47.0,606.8
431,530330006006011,47.0,804.1
432,530330007001000,214.0,797.0
433,530330007001001,217.0,632.1
434,530330007001002,167.0,631.9
435,530330007001003,2.0,409.9
436,530330007001004,322.0,499.3
437,530330007001005,129.0,780.5
438,530330007001006,111.0,797.0
439,530330007001007,172.0,840.9
440,530330007001008,140.0,961.0
441,530330007001011,88.0,819.9
442,530330007002000,124.0,814.8
443,530330007002001,52.0,719.5
444,530330007002002,114.0,1106.1
445,530330007002003,125.0,950.8
446,530330007002004,12.0,1348.3
447,530330007002005,15.0,1159.8
448,530330007002006,58.0,1238.6
449,530330007002007,145.0,1341.2
450,530330007002010,46.0,1110.9
451,530330007002011,67.0,1186.0
452,530330007002012,30.0,1282.8
453,530330007002013,33.0,1202.0
454,530330007002014,19.0,1391.3
455,530330007002015,36.0,1114.4
456,530330007002016,84.0,1029.5
457,530330007002017,63.0,1181.3
458,530330007002018,97.0,964.5
459,530330007002019,16.0,1352.7
460,530330007003000,94.0,1138.0
461,530330007003001,87.0,757.4
462,530330007003002,73.0,710.4
463,530330007003003,53.0,345.3
464,530330007003005,244.0,410.2
465,530330007003006,30.0,401.7
466,530330007003007,130.0,466.7
467,530330007003008,36.0,840.7
468,530330007003009,41.0,942.3
469,530330007003010,76.0,1143.7
470,530330007004000,33.0,1178.8
471,530330007004001,57.0,1108.8
472,530330007004002,52.0,943.8
473,530330007004003,42.0,842.5
474,530330007004004,45.0,741.8
475,530330007004005,46.0,642.8
476,530330007004006,50.0,538.0
477,530330007004007,139.0,478.2
478,530330007004009,37.0,1244.3
479,530330007004010,57.0,1346.2
480,530330007004011,44.0,1041.8
481,530330007004012,51.0,943.1
482,530330007004013,65.0,841.7
483,530330007004014,45.0,837.9
484,530330007004015,69.0,633.9
485,530330007004016,44.0,1144.0
486,530330008001001,38.0,1329.0
487,530330008001002,52.0,1027.7
488,530330008001003,31.0,943.3
489,530330008001004,90.0,1105.7
490,530330008001005,109.0,887.9
491,530330008001006,70.0,1036.0
492,530330008001007,66.0,1102.7
493,530330008001008,58.0,1257.6
494,530330008001009,62.0,1354.3
495,530330008001010,14.0,1330.1
496,530330008001011,92.0,1610.1
497,530330008001012,96.0,1609.3
498,530330008001013,50.0,1576.3
499,530330008001014,114.0,1502.1
500,530330008001015,103.0,1259.7
501,530330008001016,19.0,1735.1
502,530330008001017,58.0,1653.4
503,530330008001018,46.0,1716.3
504,530330008002000,50.0,1901.4
505,530330008002001,46.0,1984.7
506,530330008002002,55.0,1983.0
507,530330008002003,83.0,1814.8
508,530330008002004,51.0,1711.8
509,530330008002005,17.0,1574.1
510,530330008002006,85.0,1658.6
511,530330008002007,77.0,2034.7
512,530330008002008,115.0,2216.8
513,530330008002009,75.0,2182.1
514,530330008002010,55.0,2190.3
515,530330008002011,56.0,2107.7
516,530330008002012,57.0,2411.4
517,530330008002013,46.0,2504.7
518,530330008002014,253.0,2549.6
519,530330008002015,14.0,2169.2
520,530330008002016,61.0,2225.4
521,530330008002017,36.0,2042.4
522,530330008002018,75.0,1927.3
